3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	105	5120	90	0.4	30	50	25	25	50	0	6.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	130	5120	115	1.3	55	50	50	50	75	0	60
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	30	5120	50	0.5	40	0	55	55	100	0	10.4
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	50	5120	70	1.2	60	0	80	80	150	0	66.6
4	4	2	1	0.5	1	0.5	2	2	2	0.5	0.5	2	1	2	0.5	1	1	0.5	40	5120	80	0.4	60	50	60	45	40	11	2.5
4	4	2	1	0.5	1	0.5	2	2	2	0.5	0.5	2	1	2	0.5	1	1	0.5	105	5120	85	0	95	50	125	75	45	11	0
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	50	5120	95	0.4	50	50	40	50	35	0	6.5
9	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	80	5120	110	0	60	50	50	80	45	2	0
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	120	6400	53	1.5	50	100	35	110	87	0	49.8
7	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	105	6400	79	1.4	50	100	35	110	76	0	50.2
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	5120	75	1.2	90	50	60	75	30	0	65.5
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	65	5120	95	0.6	40	50	60	45	35	0	1
8	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	90	5120	120	1.2	65	50	85	70	60	0	9.5
9	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	85	5120	95	1	80	50	30	30	25	13	115
9	1	1	1	0	1	2	0.5	0.5	1	4	2	2	0.5	0.25	1	0.5	2	4	130	5120	120	1.9	105	50	45	45	40	13	120
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	5	10240	5	1.1	250	0	35	105	50	0	34.6
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	55	5120	115	1	65	50	100	40	60	0	35
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	125	5120	100	2.2	105	0	60	100	100	0	80
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	40	5120	70	0.4	30	50	70	25	60	0	8
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	95	1.2	55	50	95	45	85	0	25
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	67	5120	60	0.6	45	50	35	50	63	0	15
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	92	5120	65	1.3	80	50	65	80	68	0	39
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	45	5120	55	0.8	30	0	70	55	85	0	34.5
3	2	2	1	2	1	0.5	0.5	1	2	2	1	0.5	1	1	0.5	1	0.5	0.5	75	5120	85	1.1	60	0	100	85	115	11	80
11	1	1	0	1	1	0.25	1	1	2	1	1	1	1	2	0.5	1	2	1	45	6400	65	1.3	40	50	100	120	90	18	54.5
12	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	110	6400	80	1.5	70	50	55	80	105	10	56
6	2	2	1	1	1	1	2	1	2	1	1	0.5	1	1	0.5	2	2	1	50	6400	35	1.4	65	0	115	95	95	11	40.6
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	83	6400	57	1.1	65	75.4	95	85	105	0	30
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	95	6400	57	1.3	65	75.4	100	85	93	0	44.5
12	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	155	6400	120	1.5	65	50	65	90	105	0	55
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	100	5120	95	1.4	75	100	40	70	110	0	88.4
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	10	1280	55	0.9	20	50	15	20	80	0	10
3	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	155	1280	109	6.5	95	50	70	130	81	10	235
3	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	85	10240	80	2.5	130	50	85	95	60	6	220
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	48	5120	48	0.3	48	0	48	48	48	0	4
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	8960	50	0.3	55	88.1	45	65	55	0	6.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	8960	60	1	130	88.1	110	95	65	0	29
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	65	8960	60	0.8	65	88.1	110	95	130	0	24.5
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	130	8960	60	0.9	65	88.1	95	110	65	0	25
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	60	5120	70	0.8	65	0	85	75	40	0	36.5
13	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	40	7680	100	0.4	35	88.1	90	55	35	3	7.5
13	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	60	7680	125	1	70	88.1	115	70	55	3	35
13	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	80	7680	90	0.5	30	88.1	55	45	55	3	11.5
13	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	115	7680	105	1.3	60	88.1	65	70	80	3	40.5
13	0.5	1	1	2	1	1	0.5	0.5	1	1	0	2	0.5	0.5	1	2	2	2	135	8960	85	1.8	80	88.1	70	95	150	10	59
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	110	10240	65	2.1	160	88.1	65	110	30	0	460
6	0.5	1	1	2	1	1	2	1	1	0.5	0	1	1	1	1	4	2	1	85	20480	100	1.7	90	0	95	125	85	10	55.4
5	0.5	1	1	1	1	0.5	1	0.5	1	0.5	0	2	1	1	1	2	0.5	1	90	20480	85	1.6	90	0	125	90	100	10	52.6
2	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	100	20480	90	2	90	0	125	85	90	10	60
16	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	64	10240	45	1.8	41	50	50	50	50	0	3.3
16	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	84	10240	65	4	61	50	70	70	70	0	16.5
16	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	134	10240	95	2.2	91	50	100	100	80	10	210
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	150	30720	70	2	106	0	194	120	140	0	122
11	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	100	30720	100	0.4	100	0	100	100	100	0	4
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	49	5120	65	0.9	45	88.1	49	65	45	0	6.4
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	62	5120	80	1.2	60	88.1	63	80	60	0	15.8
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	82	5120	100	1.8	80	88.1	83	100	80	0	100.5
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	52	5120	43	0.5	39	88.1	60	50	65	0	7.9
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	64	5120	58	0.9	58	88.1	80	65	80	0	19
2	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	84	5120	78	1.7	78	88.1	109	85	100	0	79.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	64	0.6	50	88.1	44	48	43	0	9.5
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	80	5120	80	1.1	65	88.1	59	63	58	0	25
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	105	5120	100	2.3	85	88.1	79	83	78	0	88.8
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	46	3840	34	0.8	35	50	35	45	20	0	6
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	76	3840	64	1.8	85	50	45	55	90	0	32.5
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	30	3840	30	0.7	60	50	36	56	50	10	21.2
1	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	50	3840	50	1.6	100	50	86	96	70	10	40.8
12	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	20	3840	30	1	40	50	40	80	55	10	10.8
12	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	35	3840	50	1.4	55	50	55	110	85	10	35.6
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	60	3840	40	0.5	40	50	40	40	30	8	8.5
12	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	90	3840	70	1.1	70	50	60	70	40	8	33.5
8	0.25	1	1	2	0.5	0.25	1	1	1	0.25	0	2	1	0.5	2	2	1	1	90	3840	80	1.8	85	50	70	80	130	10	75
3	1	1	1	1	1	1	0.5	0.5	1	2	2	0.5	1	1	1	1	0.25	0.5	38	5120	38	0.5	75	50	56	56	67	5	12
3	1	1	1	1	1	1	0.5	0.5	1	2	2	0.5	1	1	1	1	0.25	0.5	58	5120	58	1.2	125	50	76	76	67	5	22.5
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	40	2560	15	0.3	20	50	35	35	60	0	2
18	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	25	2560	28	0.3	50	24.6	45	55	15	0	3
1	0.5	0.5	0	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	30	2560	15	0.3	90	24.6	40	20	15	18	1
18	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	20	2560	65	0.3	35	88.1	40	65	20	0	1.5
18	0.25	0.5	0	2	1	0.25	1	1	1	0.5	0	2	1	2	1	2	2	1	40	2560	85	0.6	55	88.1	80	105	40	10	3.2
11	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	50	5120	45	0.2	40	50	70	45	70	10	2
11	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	75	5120	70	1.5	65	50	95	70	95	10	15
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	40	5120	40	0.6	55	50	65	45	35	0	7.8
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	55	5120	55	0.8	70	50	80	60	45	0	13.3
5	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	95	5120	105	1.4	90	50	165	110	45	0	61.5
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	80	5120	95	0.4	75	50	90	100	50	0	5.8
3	0.5	0.5	0	2	1	0.5	0.5	1	1	2	1	0.5	1	2	1	1	1	0.5	20	2560	50	0.4	70	50	20	50	40	18	8.5
3	0.5	0.5	0	2	1	0.5	0.5	1	1	2	1	0.5	1	2	1	1	1	0.5	50	2560	80	0.8	100	50	60	80	50	18	28.5
13	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	100	5120	115	1.2	70	50	30	65	30	0	38
3	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	75	5120	75	1.1	90	50	90	100	70	0	33.9
4	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	35	5120	40	0.4	35	50	35	55	50	10	0.5
4	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	45	5120	50	0.6	55	50	45	65	80	10	1
4	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	55	5120	70	0.8	75	50	55	95	110	10	3
1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	70	5120	55	0.8	55	50	40	55	85	0	11.5
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	30	5120	30	0.3	30	50	30	30	30	0	1.8
4	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	75	5120	55	0.8	75	50	105	85	30	0	8.5
12	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	65	5120	45	1.2	65	50	75	45	95	10	38
3	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	45	5120	45	0.4	55	50	25	25	15	9	8.5
3	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	85	5120	85	1.4	95	50	65	65	35	9	75
